event_id,action_text,owner_role,timing,verification
E0088,Implement automated alerts when corporate credentials are used from unusual,IT Security Analyst,<30 days,Alert testing with controlled IP triggers.
E0088,Add a “verify before clicking” reminder banner to all external emails.,Messaging Administrator,Immediate,Banner visible on all inbound external messages.
E0088,Establish a rapid reporting process for suspicious emails with direct escalation to IT.,Operations Manager,<30 days,"Process documented, communicated, and logged in internal systems."
E0088,Conduct quarterly remote‑work cybersecurity audits on employee devices.,IT Compliance Officer,>90 days,Audit findings and remediation trackers.
E0089,Enforce automatic screen lock after 1-2 minutes of inactivity on remote‑work devices.,IT Security Lead,Immediate,Device compliance reports.
E0089,Publish guidance on creating secure physical spaces for WFH environments.,HSE/IT Communications,<30 days,Distribution tracking and acknowledgment.
E0089,Disable default autosync for sensitive folders and require user opt‑in.,Systems Administrator,30-90 days,Policy enforcement audit.
E0089,Add a startup reminder banner advising users to lock their screen around family or,Desktop Engineering,<30 days,Banner visible on login.
E0089,Establish short WFH micro‑training on privacy and household access risks.,Training Coordinator,30-90 days,Training completion records.
E0089,Require quarterly user verification of workstation sync and sharing settings.,IT Compliance Officer,>90 days,Quarterly check logs.
E0089,Create a simple “WFH Household Safety Card” outlining do’s/don’ts for families.,HR / IT Communications,>90 days,Document uploaded and tracked on intranet.
E0090,Mandate full‑disk encryption verification during weekly device health checks.,IT Security Lead,Immediate,Weekly compliance dashboard.
E0090,Issue standardized lockable and trackable laptop cases to all remote workers.,Procurement & IT Operations,<30 days,Distribution log and employee acknowledgment.
E0090,Enable automatic security update installation for remote devices.,Systems Administrator,30-90 days,Update completion reports from endpoint management tools.
E0090,Provide remote‑work physical security awareness training.,Training Coordinator,<30 days,Training completion records and knowledge checks.
E0090,Deploy mandatory device‑tracking software across all corporate laptops.,Device Management Lead,30-90 days,Tracking activation audit.
E0090,Restrict local caching of sensitive files on remote devices.,Cybersecurity Engineer,30-90 days,Configuration applied across endpoints.
E0090,Publish WFH physical‑security guidelines emphasizing separation of personal errands,HR / IT Communications,<30 days,Document posted and acknowledged by remote employees.
E0090,Conduct quarterly spot audits confirming remote‑work device security compliance.,IT Compliance Officer,>90 days,Audit findings documented with corrective actions.
E0091,"Configure all corporate laptops to auto‑lock after a short period of inactivity (e.g., 1-2",IT Security Lead,Immediate,Endpoint compliance report confirming auto‑lock settings applied.
E0091,Remove personal email domains from autocomplete and address book caches in,Messaging Administrator,<30 days,Test emails show only corporate addresses offered in suggestions.
E0091,Publish WFH physical‑security guidance emphasizing dedicated workspace setup and,HR / HSE Communications,<30 days,Guidance posted on intranet; acknowledgment recorded from remote
E0091,Add a reminder banner to the email client when external recipients are included in,Cybersecurity Engineer,30-90 days,Pilot tests demonstrate warning banners appear correctly.
E0091,Incorporate “household interaction” scenarios into remote‑work security awareness,Training Coordinator,30-90 days,Training completion and scenario‑based quiz results.
E0091,Encourage a daily quick review of Sent Items as part of remote‑work best practices.,Department Managers,Immediate,Included in team safety/security briefs; spot checks via staff feedback.
E0091,Evaluate the feasibility of adding a “Confirm before sending to external recipients”,IT Governance Lead,>90 days,"Governance review and configuration change record, if implemented."
E0092,Configure email clients to display a clear warning when sending to large distribution,Messaging Administrator,<30 days,Test emails sent to flagged lists display warnings in user interface.
E0092,Rename and categorize sensitive distribution lists to make them visually distinct from,IT Directory Services Lead,30-90 days,Updated naming convention documented and visible in address book.
E0092,Implement a policy requiring a quick “recipient review” step for communications that,Security Governance Manager,<30 days,Policy published; spot checks during internal audits.
E0092,Provide targeted micro‑training for remote workers on common email addressing errors,Training Coordinator,30-90 days,Training completion reports and short knowledge checks.
E0092,Introduce a “sensitive send” option that routes selected messages through an additional,Collaboration Tools Product Owner,>90 days,Pilot usage metrics and user feedback.
E0092,Review and clean up unused or redundant distribution lists to reduce confusion.,IT Operations Manager,30-90 days,Address list inventory before/after clean‑up.
E0092,Include misaddressed email scenarios in periodic security awareness campaigns.,Security Awareness Lead,>90 days,Campaign materials and follow‑up survey results.
E0093,Configure meeting platforms to default to “application window only” for all corporate,IT Collaboration Tools Lead,<30 days,Admin console audit confirms default settings applied.
E0093,Deploy an on‑screen warning when users attempt to share their full desktop.,Cybersecurity Engineer,30-90 days,Test scenarios show warnings appear.
E0093,"Add remote‑meeting best‑practice reminders (close sensitive docs, verify screen, etc.)",IT Communications,<30 days,Banner visible on user login.
E0093,Provide short WFH screen‑sharing safety training with visual examples.,Training Coordinator,30-90 days,Training completion records + quiz.
E0093,Add a mandatory “external participant check” prompt before screen-sharing in,Collaboration Governance Lead,>90 days,Prompt tested in pilot rollout.
E0093,Promote use of “presentation mode” tools that hide desktop icons and background,Desktop Engineering,<30 days,Feature enabled and communicated.
E0093,Establish monthly internal reminders about secure virtual-meeting practices.,Security Awareness Lead,>90 days,Newsletter entries and metrics.
E0094,Implement company‑wide default webcam‑off settings when users join or leave their,IT Collaboration Tools Lead,<30 days,Admin console audit confirming rollout.
E0094,Add a clear on‑screen “Camera Active” banner to increase visibility during calls.,Desktop Engineering,30-90 days,User acceptance testing confirms banner visibility.
